Store,Dept,Date,pred
36,59,2012-11-02,87.21305978584577
9,78,2012-11-02,118.42197889770185
17,77,2012-11-02,137.0805359600393
24,47,2012-11-02,204.7055348072771
23,77,2012-11-02,381.91998009226603
41,78,2012-11-02,136.32943735407574
26,77,2012-11-02,374.2908387437977
28,77,2012-11-02,814.9894392029776
31,78,2012-11-02,136.32943735407574
14,77,2012-11-02,345.0120859146714
9,47,2012-11-02,185.50261990555256
8,96,2012-11-02,123.54642509054248
12,77,2012-11-02,301.7996261917849
8,47,2012-11-02,338.71457779010575
31,77,2012-11-02,135.78507951468865
28,47,2012-11-02,196.53203561942163
5,47,2012-11-02,348.30880672756774
35,77,2012-11-02,135.78507951468865
36,52,2012-11-02,66.87522142224122
44,22,2012-11-02,131.67033890580814
9,45,2012-11-02,173.76516142906124
4,77,2012-11-02,324.8163289218777
36,34,2012-11-02,100.77303077510676
13,51,2012-11-02,96.2568807830699
29,47,2012-11-02,100.77303077510676
37,55,2012-11-02,100.77303077510676
28,78,2012-11-02,64.55672293024298
8,78,2012-11-02,77.59832372073245
27,45,2012-11-02,75.16687247385326
15,77,2012-11-02,184.83591928629116
30,29,2012-11-02,100.77303077510676
22,77,2012-11-02,184.83591928629116
32,78,2012-11-02,100.77303077510676
37,26,2012-11-02,100.77303077510676
43,23,2012-11-02,100.77303077510676
15,78,2012-11-02,221.14135647069364
8,51,2012-11-02,161.97940770070397
40,51,2012-11-02,152.87614781273683
27,78,2012-11-02,71.27294638660199
4,47,2012-11-02,89.72459280403346
45,77,2012-11-02,315.80824396974697
6,78,2012-11-02,224.4265707555946
30,55,2012-11-02,65.54719095237255
43,71,2012-11-02,100.69534605572387
14,47,2012-11-02,59.04602819972011
29,43,2012-11-02,74.872976678037
36,33,2012-11-02,47.80564077295426
9,98,2012-11-02,82.4837383545192
27,77,2012-11-02,107.75165449387497
32,77,2012-11-02,60.282171806753816
19,78,2012-11-02,36.852995634598074
15,47,2012-11-02,181.70056859857948
22,48,2012-11-02,181.70056859857948
36,23,2012-11-02,145.39541787131444
3,51,2012-11-02,163.04201153624203
41,77,2012-11-02,145.39541787131444
34,45,2012-11-02,145.39541787131444
11,45,2012-11-02,175.0666692200363
12,47,2012-11-02,175.0666692200363
19,19,2012-11-02,55.19508659135402
30,49,2012-11-02,93.2150676347929
43,33,2012-11-02,93.2150676347929
32,48,2012-11-02,93.2150676347929
31,47,2012-11-02,66.14773172971019
18,78,2012-11-02,69.1043810412485
43,99,2012-11-02,84.4222739159657
17,47,2012-11-02,117.90046568608916
5,45,2012-11-02,114.0689164716367
25,45,2012-11-02,110.2713243376208
24,45,2012-11-02,117.90046568608916
39,47,2012-11-02,93.2150676347929
25,47,2012-11-02,83.6066632039736
33,33,2012-11-02,93.2150676347929
33,24,2012-11-02,93.2150676347929
25,78,2012-11-02,39.7851052226932
12,78,2012-11-02,103.48572628735351
26,45,2012-11-02,110.2713243376208
33,59,2012-11-02,93.2150676347929
7,51,2012-11-02,99.24190862375168
8,45,2012-11-02,99.24190862375168
18,45,2012-11-02,117.90046568608916
30,26,2012-11-02,93.2150676347929
22,45,2012-11-02,117.90046568608916
29,51,2012-11-02,93.2150676347929
16,51,2012-11-02,117.90046568608916
31,45,2012-11-02,93.2150676347929
4,51,2012-11-02,83.15520022057761
28,45,2012-11-02,94.18461593444673
30,33,2012-11-02,50.061023326536116
36,55,2012-11-02,77.12835923161883
11,78,2012-11-02,106.02520330126119
23,47,2012-11-02,330.9701801057539
2,47,2012-11-02,91.82010736013302
34,51,2012-11-02,77.12835923161883
20,45,2012-11-02,101.81375728291509
2,78,2012-11-02,94.00054561746693
43,44,2012-11-02,125.81525329709042
41,47,2012-11-02,340.4006666144427
25,48,2012-11-02,142.87150999991832
38,24,2012-11-02,98.74791739200771
44,71,2012-11-02,109.59326278889696
44,55,2012-11-02,125.81525329709042
3,98,2012-11-02,144.93692995564572
29,96,2012-11-02,111.84275306160417
11,51,2012-11-02,85.76958708663277
13,47,2012-11-02,92.40348646517596
5,98,2012-11-02,86.83976507243499
39,51,2012-11-02,67.7180884138797
42,22,2012-11-02,67.7180884138797
20,77,2012-11-02,139.06350903981593
37,24,2012-11-02,76.46542968654765
12,45,2012-11-02,188.7281444028045
32,47,2012-11-02,76.46542968654765
35,51,2012-11-02,103.53276559163037
42,26,2012-11-02,103.53276559163037
17,51,2012-11-02,128.21816364292664
42,33,2012-11-02,76.46542968654765
30,17,2012-11-02,124.94485448436241
37,71,2012-11-02,87.31077508343691
37,20,2012-11-02,103.53276559163037
39,45,2012-11-02,103.53276559163037
11,77,2012-11-02,132.42960966127274
29,49,2012-11-02,103.53276559163037
36,6,2012-11-02,133.5222482815898
39,77,2012-11-02,114.37811098851964
43,59,2012-11-02,103.53276559163037
30,99,2012-11-02,120.2806558085841
45,47,2012-11-02,103.53276559163037
30,23,2012-11-02,103.53276559163037
30,22,2012-11-02,103.53276559163037
41,51,2012-11-02,103.53276559163037
35,78,2012-11-02,114.37811098851964
23,45,2012-11-02,128.21816364292664
38,22,2012-11-02,103.53276559163037
38,33,2012-11-02,103.53276559163037
21,47,2012-11-02,128.21816364292664
45,96,2012-11-02,46.112951190034984
33,99,2012-11-02,73.18028709511769
30,44,2012-11-02,73.18028709511769
30,41,2012-11-02,73.18028709511769
42,20,2012-11-02,73.18028709511769
16,47,2012-11-02,35.1603060516789
42,72,2012-11-02,54.72479120251713
18,47,2012-11-02,43.77214606416105
9,80,2012-11-02,28.103736097436883
40,47,2012-11-02,54.72479120251713
45,49,2012-11-02,81.79212710759984
34,47,2012-11-02,92.62578789780908
7,47,2012-11-02,101.64277598238121
1,47,2012-11-02,116.46747227382082
6,47,2012-11-02,38.93739688764611
29,58,2012-11-02,318.409546640399
11,47,2012-11-02,111.51969358682888
35,47,2012-11-02,160.51810091549657
45,45,2012-11-02,187.58543682057928
37,99,2012-11-02,160.51810091549657
36,24,2012-11-02,187.58543682057928
44,59,2012-11-02,160.51810091549657
34,19,2012-11-02,187.58543682057928
10,47,2012-11-02,145.92170349421056
33,23,2012-11-02,187.58543682057928
27,47,2012-11-02,141.93631442867212
9,54,2012-11-02,196.6024249051514
39,99,2012-11-02,93.18440511171424
22,47,2012-11-02,88.81835120617339
38,55,2012-11-02,52.35879531676144
4,99,2012-11-02,215.7603931974906
2,99,2012-11-02,73.14994123944925
6,99,2012-11-02,73.14994123944925
21,99,2012-11-02,26.1129721114383
20,96,2012-11-02,88.81835120617339
5,54,2012-11-02,73.14994123944925
20,99,2012-11-02,212.17901015301405
12,49,2012-11-02,85.1745989232435
26,99,2012-11-02,104.85614415492144
31,99,2012-11-02,79.42613122184416
40,99,2012-11-02,79.42613122184416
11,99,2012-11-02,93.54835515349286
14,54,2012-11-02,88.81835120617339
14,51,2012-11-02,88.81835120617339
29,54,2012-11-02,79.42613122184416
28,99,2012-11-02,104.85614415492144
14,96,2012-11-02,88.81835120617339
14,99,2012-11-02,109.69295770279695
16,54,2012-11-02,88.81835120617339
27,99,2012-11-02,104.85614415492144
3,80,2012-11-02,73.14994123944925
1,99,2012-11-02,79.45924842481458
13,99,2012-11-02,245.20729376216107
34,99,2012-11-02,79.42613122184416
24,77,2012-11-02,87.52170743727467
35,19,2012-11-02,52.35879531676144
36,32,2012-11-02,79.42613122184416
36,72,2012-11-02,79.42613122184416
42,71,2012-11-02,52.35879531676144
19,99,2012-11-02,97.19210743642276
10,45,2012-11-02,85.1745989232435
25,54,2012-11-02,96.48238792467208
20,47,2012-11-02,88.81835120617339
2,45,2012-11-02,73.14994123944925
44,44,2012-11-02,79.42613122184416
33,41,2012-11-02,79.42613122184416
33,44,2012-11-02,79.42613122184416
33,52,2012-11-02,79.42613122184416
33,31,2012-11-02,79.42613122184416
24,99,2012-11-02,136.73043447464974
33,22,2012-11-02,79.42613122184416
18,54,2012-11-02,174.389638204357
43,49,2012-11-02,146.98916553206422
15,54,2012-11-02,174.389638204357
33,25,2012-11-02,146.98916553206422
32,45,2012-11-02,146.98916553206422
43,32,2012-11-02,146.98916553206422
43,26,2012-11-02,146.98916553206422
43,31,2012-11-02,146.98916553206422
24,54,2012-11-02,174.389638204357
23,94,2012-11-02,1097.728459992031
26,54,2012-11-02,164.04542223489213
21,54,2012-11-02,174.389638204357
37,44,2012-11-02,146.98916553206422
37,33,2012-11-02,146.98916553206422
36,22,2012-11-02,146.98916553206422
37,6,2012-11-02,201.21046663738545
36,87,2012-11-02,180.42171369626882
5,49,2012-11-02,158.72122823763283
5,59,2012-11-02,96.01584914289768
7,45,2012-11-02,158.72122823763283
7,54,2012-11-02,158.72122823763283
38,20,2012-11-02,146.98916553206422
38,26,2012-11-02,146.98916553206422
38,85,2012-11-02,132.86699052584436
13,45,2012-11-02,174.389638204357
35,96,2012-11-02,81.83196078287912
34,13,2012-11-02,23217.89901530048
2,18,2012-11-02,25032.37506630513
34,81,2012-11-02,16595.752505909444
27,16,2012-11-02,5605.0613815950965
28,32,2012-11-02,6450.141203964716
1,1,2012-11-02,35127.91177308638
38,92,2012-11-02,50378.72485527226
40,79,2012-11-02,12019.981561638293
38,93,2012-11-02,19683.01309105017
28,30,2012-11-02,2414.2898653755014
39,2,2012-11-02,72987.16499142403
27,10,2012-11-02,33593.32111862482
33,14,2012-11-02,747.3259581626294
28,19,2012-11-02,1398.3994588491341
34,17,2012-11-02,7252.647521723899
40,74,2012-11-02,10025.413412006275
28,31,2012-11-02,1980.051008748801
2,17,2012-11-02,12592.312184039482
39,3,2012-11-02,11906.86280486376
39,90,2012-11-02,89363.36650939667
40,12,2012-11-02,4168.592679685031
40,3,2012-11-02,5047.418179593622
34,87,2012-11-02,8142.705371631789
34,85,2012-11-02,1359.3283293088894
27,9,2012-11-02,30336.46928262187
34,82,2012-11-02,17037.294600218338
28,20,2012-11-02,3934.862023394509
34,83,2012-11-02,2631.479050860067
33,21,2012-11-02,282.9309643468807
27,14,2012-11-02,25354.292214758818
28,26,2012-11-02,11473.3861733568
38,96,2012-11-02,13247.97709927421
27,12,2012-11-02,3754.700775109663
34,14,2012-11-02,9186.00840536199
34,29,2012-11-02,2194.0337090708135
33,18,2012-11-02,1123.3380027605572
1,8,2012-11-02,41031.34388375195
34,16,2012-11-02,5298.388717584961
38,97,2012-11-02,9820.419881547014
28,23,2012-11-02,28364.040794369273
41,29,2012-11-02,4992.169372755543
39,83,2012-11-02,5825.747564105382
38,98,2012-11-02,5836.715478098228
27,13,2012-11-02,50668.63496189526
28,24,2012-11-02,7584.4705115139695
28,25,2012-11-02,15212.573946798017
39,85,2012-11-02,1170.7638985068966
28,22,2012-11-02,8852.97408408096
2,28,2012-11-02,1161.4600228055206
33,17,2012-11-02,358.0923784363589
45,81,2012-11-02,14559.857271584217
39,87,2012-11-02,8003.174185564847
40,48,2012-11-02,1083.941358641215
1,38,2012-11-02,69982.8844918342
27,11,2012-11-02,16511.470923606084
40,11,2012-11-02,12578.73126172347
28,29,2012-11-02,4500.390092204485
33,20,2012-11-02,146.98916553206422
28,21,2012-11-02,4114.85294487528
39,82,2012-11-02,22531.6647786476
38,94,2012-11-02,22807.234144709593
1,56,2012-11-02,1021.0400866495479
41,42,2012-11-02,5683.756539572767
28,28,2012-11-02,652.107093581746
33,16,2012-11-02,395.9842563266193
1,48,2012-11-02,3221.6732084534647
34,30,2012-11-02,1836.184365751783
39,1,2012-11-02,59252.15099121409
28,27,2012-11-02,2130.403594477348
38,95,2012-11-02,43278.70928081277
34,31,2012-11-02,1151.792409144836
28,33,2012-11-02,8920.876972852944
27,41,2012-11-02,2502.6348386500536
41,28,2012-11-02,1151.792409144836
38,59,2012-11-02,155.3629217623136
27,1,2012-11-02,67321.99893310796
34,23,2012-11-02,13835.94904796144
28,59,2012-11-02,245.65687936489107
34,96,2012-11-02,22612.664019576605
34,25,2012-11-02,5945.243601077452
38,60,2012-11-02,571.3952553036595
33,4,2012-11-02,6464.724393224888
28,58,2012-11-02,7228.5135989656455
27,2,2012-11-02,73417.64895777876
1,59,2012-11-02,302.20899654109206
40,80,2012-11-02,16141.949912244465
39,96,2012-11-02,28192.447590927037
41,26,2012-11-02,8926.65869918559
38,67,2012-11-02,978.3441893797155
41,45,2012-11-02,146.98916553206422
28,56,2012-11-02,184.92002873151566
34,22,2012-11-02,5573.191403035971
34,95,2012-11-02,68102.93940457916
38,72,2012-11-02,801.9759973996944
28,55,2012-11-02,7051.1141609451515
33,5,2012-11-02,222.08507313400898
28,54,2012-11-02,164.04542223489213
39,95,2012-11-02,118719.29134656147
2,14,2012-11-02,19150.229975690087
28,60,2012-11-02,588.4515120064872
39,97,2012-11-02,27071.93081554642
33,3,2012-11-02,325.64717755290974
34,97,2012-11-02,18631.234704371374
38,46,2012-11-02,5168.692588670059
35,1,2012-11-02,31948.5280908055
40,56,2012-11-02,834.208693850776
32,99,2012-11-02,81.83196078287912
28,79,2012-11-02,41291.69353902548
38,49,2012-11-02,146.98916553206422
40,2,2012-11-02,25230.93719660469
26,97,2012-11-02,13533.450645263061
34,98,2012-11-02,8929.410546133064
34,24,2012-11-02,3534.4167664281367
33,1,2012-11-02,4323.538942191715
41,25,2012-11-02,10876.267165285406
27,3,2012-11-02,12626.197754740675
1,46,2012-11-02,18237.316069642246
28,74,2012-11-02,9740.83193394388
39,98,2012-11-02,12634.237418207951
28,72,2012-11-02,48963.53526621613
26,98,2012-11-02,7612.301584083278
1,11,2012-11-02,22623.15669798858
26,96,2012-11-02,17126.48311680545
28,71,2012-11-02,5033.556270172676
38,56,2012-11-02,146.98916553206422
2,13,2012-11-02,47811.50968356879
40,14,2012-11-02,11343.497680866865
33,2,2012-11-02,8329.78981277855
28,67,2012-11-02,5471.665209154393
38,52,2012-11-02,146.98916553206422
1,9,2012-11-02,39420.952545080516
38,74,2012-11-02,288.0131496253035
28,52,2012-11-02,2028.062861347147
38,82,2012-11-02,6403.274396113692
34,92,2012-11-02,72611.58046255742
28,38,2012-11-02,51699.891828220214
39,81,2012-11-02,20211.006823789212
33,11,2012-11-02,280.0599985566661
27,7,2012-11-02,35296.120484704246
38,83,2012-11-02,1983.800528171423
28,37,2012-11-02,1970.795551456668
34,28,2012-11-02,413.88855048251264
34,91,2012-11-02,34723.11426499793
41,44,2012-11-02,6378.605073415842
40,58,2012-11-02,6643.493417009548
33,12,2012-11-02,168.40125442479624
28,36,2012-11-02,1404.1775347249522
39,91,2012-11-02,63776.53846104613
38,87,2012-11-02,703.2240591684742
28,35,2012-11-02,2028.062861347147
1,58,2012-11-02,5492.187869639432
28,34,2012-11-02,15664.119418132517
38,90,2012-11-02,38920.76465063385
34,18,2012-11-02,13593.16768731467
34,90,2012-11-02,47174.43040988492
33,13,2012-11-02,7347.230434048687
38,91,2012-11-02,27347.729789515528
27,8,2012-11-02,43950.99304980841
2,16,2012-11-02,7969.612235126215
39,92,2012-11-02,122751.1506032192
28,40,2012-11-02,44187.44186839975
33,10,2012-11-02,176.7750106550456
34,21,2012-11-02,4024.8422642747405
34,94,2012-11-02,37866.539705299576
33,7,2012-11-02,508.7685155502056
28,49,2012-11-02,12639.759368896122
38,79,2012-11-02,9730.980905639932
27,4,2012-11-02,41535.82525741584
39,94,2012-11-02,65674.25550496139
28,46,2012-11-02,18984.953203364006
28,44,2012-11-02,5595.427711157028
2,29,2012-11-02,5839.4577273124405
34,27,2012-11-02,1185.914523863545
33,8,2012-11-02,4820.259305442382
34,26,2012-11-02,4807.650086824614
27,5,2012-11-02,26400.997067981763
38,80,2012-11-02,10983.7854705022
28,42,2012-11-02,7192.447128641374
40,46,2012-11-02,8377.482265654136
34,20,2012-11-02,2331.4535929185276
40,13,2012-11-02,22129.17688272455
33,9,2012-11-02,176.97864822202368
34,93,2012-11-02,32327.733525392545
41,27,2012-11-02,2194.0337090708135
39,93,2012-11-02,45101.711083692615
28,41,2012-11-02,1540.410102121918
38,81,2012-11-02,10737.793082067401
27,6,2012-11-02,5373.063216944278
1,10,2012-11-02,26967.235856938423
34,80,2012-11-02,11987.92521315972
40,49,2012-11-02,146.98916553206422
33,26,2012-11-02,179.57423411340122
34,52,2012-11-02,1407.507238274684
27,80,2012-11-02,24768.416812296266
39,28,2012-11-02,1464.1615256815649
33,90,2012-11-02,24529.554700013916
39,56,2012-11-02,1545.201661889058
27,79,2012-11-02,34695.603822082565
27,32,2012-11-02,6787.278606924497
39,29,2012-11-02,5425.437167497484
27,74,2012-11-02,22357.538464985075
34,37,2012-11-02,2300.621948959022
1,5,2012-11-02,26844.0258914785
40,52,2012-11-02,1011.3724729888638
39,27,2012-11-02,2091.499521304552
33,91,2012-11-02,9267.916780422278
34,4,2012-11-02,20843.074522825696
27,33,2012-11-02,11147.918387345175
2,23,2012-11-02,26376.446712641897
39,55,2012-11-02,10307.273101118677
39,30,2012-11-02,4357.115239294544
27,71,2012-11-02,9801.482193108533
34,49,2012-11-02,3063.695529589085
33,92,2012-11-02,30886.21917873841
39,31,2012-11-02,2564.7461948455893
27,67,2012-11-02,10588.640049946158
2,25,2012-11-02,13577.232559498632
39,54,2012-11-02,146.98916553206422
27,72,2012-11-02,58680.91834839925
39,32,2012-11-02,5265.268655649053
27,81,2012-11-02,27607.702793942797
33,87,2012-11-02,523.2163463378652
39,23,2012-11-02,20178.683558956338
40,71,2012-11-02,1735.502746359385
27,29,2012-11-02,8171.952305199114
27,90,2012-11-02,92017.20514345281
28,80,2012-11-02,18087.152137932575
27,87,2012-11-02,16219.001908851658
34,6,2012-11-02,2853.270296285827
34,55,2012-11-02,8434.458984106426
27,30,2012-11-02,4013.1451465355794
27,85,2012-11-02,3180.2693493781453
39,25,2012-11-02,8474.164279848019
33,82,2012-11-02,3409.544553103834
27,31,2012-11-02,2937.134522978164
1,41,2012-11-02,1845.8519794124675
41,40,2012-11-02,60213.333228649695
27,83,2012-11-02,7108.388346750023
40,8,2012-11-02,36887.667157449934
40,5,2012-11-02,15950.664093409721
33,83,2012-11-02,1550.91537799622
34,36,2012-11-02,718.3746845251212
41,34,2012-11-02,13600.364185985303
39,58,2012-11-02,2954.8824869745213
27,82,2012-11-02,29426.369953019504
34,5,2012-11-02,19546.007216678398
39,26,2012-11-02,11870.88199049123
34,54,2012-11-02,146.98916553206422
2,22,2012-11-02,12977.01109692505
27,34,2012-11-02,17603.136011016064
1,52,2012-11-02,2528.0089589823006
41,35,2012-11-02,2540.1891617915844
39,49,2012-11-02,8167.5985828262465
34,42,2012-11-02,4179.1769844448145
39,38,2012-11-02,46798.940023824485
41,36,2012-11-02,1735.502746359385
33,96,2012-11-02,11423.815003813083
27,50,2012-11-02,2708.5260911075447
34,2,2012-11-02,33859.952020091856
39,46,2012-11-02,34573.170371460474
27,49,2012-11-02,11496.071743115106
27,38,2012-11-02,37985.1521809532
39,40,2012-11-02,69815.24392287838
33,97,2012-11-02,4900.738217445474
41,38,2012-11-02,55657.267377095806
40,54,2012-11-02,146.98916553206422
27,46,2012-11-02,36336.21728073334
39,41,2012-11-02,3130.8960393952525
1,49,2012-11-02,9464.809411460783
27,44,2012-11-02,5326.214163154116
33,98,2012-11-02,6437.384681636989
45,80,2012-11-02,704.3285340519942
27,40,2012-11-02,68444.37386855931
39,42,2012-11-02,4279.299707507557
34,41,2012-11-02,635.0508368789183
39,44,2012-11-02,6433.391655841615
40,6,2012-11-02,2279.437606635544
27,42,2012-11-02,10276.703895171322
1,42,2012-11-02,7093.837857236998
1,4,2012-11-02,37240.30894935459
27,52,2012-11-02,2876.8887527257416
34,40,2012-11-02,39213.29537303742
27,60,2012-11-02,245.65687936489107
34,48,2012-11-02,5625.532023071641
39,33,2012-11-02,8608.010938216963
33,93,2012-11-02,16262.986396426513
40,7,2012-11-02,17944.549879267317
34,3,2012-11-02,5938.012438100839
27,59,2012-11-02,546.3560329263905
34,38,2012-11-02,44083.83273665509
40,67,2012-11-02,6212.89486262611
27,58,2012-11-02,838.9728158000363
27,35,2012-11-02,3983.111134149642
39,52,2012-11-02,2759.6366357481575
34,46,2012-11-02,15544.475385199072
27,56,2012-11-02,790.8445161792062
39,34,2012-11-02,16550.53059042463
40,60,2012-11-02,282.9309643468807
33,94,2012-11-02,24360.42270659317
27,55,2012-11-02,14273.158590678733
27,36,2012-11-02,3645.4119556183373
39,35,2012-11-02,1577.2464704920462
2,24,2012-11-02,7899.122177815129
1,3,2012-11-02,9741.273052355911
34,44,2012-11-02,4088.1413640243736
27,54,2012-11-02,172.4191784651415
39,36,2012-11-02,481.4204437892698
27,37,2012-11-02,2438.948582369397
33,95,2012-11-02,26903.21146824935
39,59,2012-11-02,292.54138288040735
41,30,2012-11-02,2585.7190273384886
34,56,2012-11-02,571.3952553036595
1,54,2012-11-02,158.72122823763283
2,27,2012-11-02,2203.701322731498
39,9,2012-11-02,17650.24940682179
28,10,2012-11-02,21546.757803014414
27,20,2012-11-02,10182.456446892882
40,4,2012-11-02,24329.041192902918
40,10,2012-11-02,25043.91840974809
1,40,2012-11-02,60058.44935811444
33,42,2012-11-02,179.57423411340122
41,31,2012-11-02,2540.1891617915844
27,21,2012-11-02,5431.868625672601
39,79,2012-11-02,44192.58451664105
28,9,2012-11-02,16330.786389199493
34,11,2012-11-02,14021.084255921536
33,46,2012-11-02,1884.1962183501291
28,8,2012-11-02,33065.940666189614
33,49,2012-11-02,146.98916553206422
34,72,2012-11-02,33964.83230643259
28,7,2012-11-02,32383.445481594983
39,11,2012-11-02,21008.26522706891
1,55,2012-11-02,10490.22745046166
27,22,2012-11-02,17337.49116633458
39,74,2012-11-02,21660.542905726692
28,6,2012-11-02,3082.8319039359417
40,72,2012-11-02,36679.58738112272
39,12,2012-11-02,5527.2597929251
40,59,2012-11-02,237.091406737974
39,10,2012-11-02,16300.748688554799
28,5,2012-11-02,24373.10648953231
2,19,2012-11-02,4415.208014615998
39,8,2012-11-02,40352.14168567893
27,17,2012-11-02,20420.844881768375
28,18,2012-11-02,21120.48988157805
39,4,2012-11-02,48255.096853671064
28,17,2012-11-02,8848.167828636004
34,32,2012-11-02,4226.226962719946
45,91,2012-11-02,16167.486877319769
39,5,2012-11-02,26075.379058832976
28,16,2012-11-02,3151.847749027653
27,18,2012-11-02,25141.220269804715
34,79,2012-11-02,14685.099637308307
33,32,2012-11-02,146.98916553206422
28,14,2012-11-02,14315.879706583446
34,74,2012-11-02,6900.346872351006
39,80,2012-11-02,14020.251099702402
1,45,2012-11-02,158.72122823763283
34,12,2012-11-02,5214.109960794235
27,19,2012-11-02,2130.403594477348
28,13,2012-11-02,37061.155160887734
39,7,2012-11-02,43849.155254246434
33,38,2012-11-02,23784.406828198426
1,7,2012-11-02,23332.55999200828
28,12,2012-11-02,3390.400379872536
40,55,2012-11-02,7512.385582797192
34,1,2012-11-02,32724.40517608017
28,11,2012-11-02,10580.97918197538
33,40,2012-11-02,7912.800241592548
39,6,2012-11-02,3675.3382218791794
27,23,2012-11-02,36642.409646366315
39,13,2012-11-02,60377.32473648486
28,4,2012-11-02,26778.44966110291
33,74,2012-11-02,327.32953267392907
27,96,2012-11-02,17193.26943539733
34,8,2012-11-02,27905.691555016314
39,19,2012-11-02,119.92182962698153
34,60,2012-11-02,155.3629217623136
27,95,2012-11-02,108229.09449305524
1,2,2012-11-02,45118.871754548025
39,20,2012-11-02,8314.877667621893
2,21,2012-11-02,8198.970439576373
2,26,2012-11-02,9324.98393123916
33,79,2012-11-02,12592.305099781643
27,94,2012-11-02,59054.01559715621
39,18,2012-11-02,25538.86475336555
27,27,2012-11-02,2752.834644527817
39,21,2012-11-02,6908.370531375017
33,80,2012-11-02,6230.155429965554
34,59,2012-11-02,374.5721674338871
41,33,2012-11-02,7304.302008168545
27,93,2012-11-02,51173.946955493455
34,35,2012-11-02,1037.5365091172414
39,22,2012-11-02,13361.222365014264
27,28,2012-11-02,1573.7147695153358
27,92,2012-11-02,148494.6896321012
1,6,2012-11-02,4192.851960231156
33,81,2012-11-02,8556.904404042205
